finetune_clean_flick8k,"{'i2t_R@1': 69.9, 'i2t_R@5': 91.1, 'i2t_R@10': 95.5, 'i2t_medr': 1.0, 't2i_R@1': 51.52, 't2i_R@5': 78.88, 't2i_R@10': 87.22, 't2i_meadri': 1.0}"
finetune_clean_flick8k,"{'i2t_R@1': 69.9, 'i2t_R@5': 88.9, 'i2t_R@10': 93.8, 'i2t_medr': 1.0, 't2i_R@1': 49.76, 't2i_R@5': 76.52, 't2i_R@10': 85.32, 't2i_meadri': 2.0}"
finetune_clean_flick8k,"{'i2t_R@1': 71.4, 'i2t_R@5': 91.0, 'i2t_R@10': 94.4, 'i2t_medr': 1.0, 't2i_R@1': 53.68, 't2i_R@5': 80.26, 't2i_R@10': 88.64, 't2i_meadri': 1.0}"
finetune_clean_flick8k,"{'i2t_R@1': 72.3, 'i2t_R@5': 91.4, 'i2t_R@10': 95.4, 'i2t_medr': 1.0, 't2i_R@1': 55.78, 't2i_R@5': 82.18, 't2i_R@10': 90.06, 't2i_meadri': 1.0}"
finetune_clean_flick8k,"{'i2t_R@1': 74.2, 'i2t_R@5': 91.5, 'i2t_R@10': 96.2, 'i2t_medr': 1.0, 't2i_R@1': 56.92, 't2i_R@5': 83.64, 't2i_R@10': 91.18, 't2i_meadri': 1.0}"
finetune_clean_flick8k,"{'i2t_R@1': 75.5, 'i2t_R@5': 92.5, 'i2t_R@10': 96.3, 'i2t_medr': 1.0, 't2i_R@1': 57.14, 't2i_R@5': 84.38, 't2i_R@10': 91.5, 't2i_meadri': 1.0}"
finetune_clean_flick8k,"{'i2t_R@1': 74.9, 'i2t_R@5': 92.5, 'i2t_R@10': 96.1, 'i2t_medr': 1.0, 't2i_R@1': 58.08, 't2i_R@5': 84.4, 't2i_R@10': 91.98, 't2i_meadri': 1.0}"
finetune_clean_flick8k,"{'i2t_R@1': 74.7, 'i2t_R@5': 92.7, 'i2t_R@10': 96.1, 'i2t_medr': 1.0, 't2i_R@1': 58.38, 't2i_R@5': 84.64, 't2i_R@10': 91.66, 't2i_meadri': 1.0}"
finetune_clean_flick8k,"{'i2t_R@1': 75.1, 'i2t_R@5': 92.8, 'i2t_R@10': 95.7, 'i2t_medr': 1.0, 't2i_R@1': 58.74, 't2i_R@5': 84.64, 't2i_R@10': 91.96, 't2i_meadri': 1.0}"
finetune_clean_flick8k,"{'i2t_R@1': 75.2, 'i2t_R@5': 92.5, 'i2t_R@10': 96.1, 'i2t_medr': 1.0, 't2i_R@1': 58.4, 't2i_R@5': 84.52, 't2i_R@10': 91.68, 't2i_meadri': 1.0}"
finetune_clean_flick8k,"{'i2t_R@1': 74.8, 'i2t_R@5': 92.3, 'i2t_R@10': 95.8, 'i2t_medr': 1.0, 't2i_R@1': 58.9, 't2i_R@5': 85.0, 't2i_R@10': 91.7, 't2i_meadri': 1.0}"
finetune_clean_flick8k,"{'i2t_R@1': 74.0, 'i2t_R@5': 91.9, 'i2t_R@10': 95.7, 'i2t_medr': 1.0, 't2i_R@1': 59.08, 't2i_R@5': 84.74, 't2i_R@10': 91.88, 't2i_meadri': 1.0}"
finetune_clean_flick8k,"{'i2t_R@1': 74.7, 'i2t_R@5': 91.8, 'i2t_R@10': 95.4, 'i2t_medr': 1.0, 't2i_R@1': 59.6, 't2i_R@5': 84.86, 't2i_R@10': 92.1, 't2i_meadri': 1.0}"
finetune_clean_flick8k,"{'i2t_R@1': 73.8, 'i2t_R@5': 92.7, 'i2t_R@10': 95.0, 'i2t_medr': 1.0, 't2i_R@1': 58.92, 't2i_R@5': 84.2, 't2i_R@10': 91.74, 't2i_meadri': 1.0}"
finetune_clean_flick8k,"{'i2t_R@1': 73.6, 'i2t_R@5': 91.8, 'i2t_R@10': 95.8, 'i2t_medr': 1.0, 't2i_R@1': 58.84, 't2i_R@5': 84.66, 't2i_R@10': 91.4, 't2i_meadri': 1.0}"
finetune_clean_flick8k,"{'i2t_R@1': 73.1, 'i2t_R@5': 91.0, 'i2t_R@10': 95.8, 'i2t_medr': 1.0, 't2i_R@1': 58.96, 't2i_R@5': 83.72, 't2i_R@10': 91.52, 't2i_meadri': 1.0}"
finetune_clean_flick8k,"{'i2t_R@1': 75.4, 'i2t_R@5': 92.1, 'i2t_R@10': 95.7, 'i2t_medr': 1.0, 't2i_R@1': 58.66, 't2i_R@5': 84.18, 't2i_R@10': 91.12, 't2i_meadri': 1.0}"
finetune_clean_flick8k,"{'i2t_R@1': 73.1, 'i2t_R@5': 91.6, 'i2t_R@10': 94.9, 'i2t_medr': 1.0, 't2i_R@1': 58.7, 't2i_R@5': 84.06, 't2i_R@10': 91.38, 't2i_meadri': 1.0}"
finetune_clean_flick8k,"{'i2t_R@1': 74.6, 'i2t_R@5': 91.3, 'i2t_R@10': 95.9, 'i2t_medr': 1.0, 't2i_R@1': 59.0, 't2i_R@5': 84.74, 't2i_R@10': 91.64, 't2i_meadri': 1.0}"
finetune_clean_flick8k,"{'i2t_R@1': 74.0, 'i2t_R@5': 91.4, 'i2t_R@10': 95.9, 'i2t_medr': 1.0, 't2i_R@1': 58.6, 't2i_R@5': 84.8, 't2i_R@10': 91.58, 't2i_meadri': 1.0}"
